level,question,all_answers,dummy_pool,sentence,translation,exam_info
Essential (601-1200),leap,跳ぶ,"修正する, 由来する, 座る",Look before you leap.,跳ぶ前に見よ。,共通テスト
Essential (601-1200),exaggerate,～を誇張する,"ばらまく, 悲鳴をあげる, 過小評価する",exaggerate the risk.,リスクを誇張する。,共通テスト
Essential (601-1200),conquer,～を征服する、克服する,"経験する, 見つめる, 屈服する",conquer a fear.,恐怖を克服する。,共通テスト
Essential (601-1200),melt,溶ける,"評価する, 祈る, 固まる",Ice melts.,氷が溶ける。,共通テスト
Essential (601-1200),invade,～に侵入する,"身をかがめる, 磨く, 守る",invade a country.,国に侵入する。,共通テスト
Essential (601-1200),modify,～を修正する,"由来する, 分類する, 維持する",modify the plan.,計画を修正する。,共通テスト
Essential (601-1200),scatter,～をばらまく,"悲鳴をあげる, 主張する, 集める",scatter seeds.,種をまく。,共通テスト
Essential (601-1200),undergo,～を経験する、受ける,"見つめる, つかむ, 避ける",undergo surgery.,手術を受ける。,共通テスト
Essential (601-1200),evaluate,～を評価する,"祈る, 折りたたむ, 放置する",evaluate results.,結果を評価する。,共通テスト
Essential (601-1200),bend,身をかがめる、曲げる,"磨く, 掃く, 伸ばす",bend down.,身をかがめる。,共通テスト
Essential (601-1200),derive,由来する、引き出す,"分類する, ささやく, 消失する",derive pleasure from...,～から喜びを引き出す。,法政大
Essential (601-1200),scream,悲鳴をあげる,"主張する, まねる, ささやく",scream loudly.,大声で悲鳴をあげる。,共通テスト
Essential (601-1200),gaze,見つめる,"つかむ, じっと見る, ちらりと見る",gaze at the sea.,海を見つめる。,共通テスト
Essential (601-1200),pray,祈る,"折りたたむ, 強調する, 呪う",pray for peace.,平和を祈る。,共通テスト
Essential (601-1200),polish,～を磨く,"掃く, 取り除く, 汚す",polish the floor.,床を磨く。,共通テスト
Essential (601-1200),classify,～を分類する,"ささやく, 注ぐ, 混ぜる",classify items.,項目を分類する。,共通テスト
Essential (601-1200),assert,～と主張する,"まねる, 消える, 否定する",assert one's rights.,権利を主張する。,慶應義塾大
Essential (601-1200),grab,～をつかむ,"じっと見る, 修復する, 離す",grab a chance.,チャンスをつかむ。,共通テスト
Essential (601-1200),fold,～を折りたたむ,"強調する, 当然だ, 広げる",fold a map.,地図を折りたたむ。,共通テスト
Essential (601-1200),sweep,～を掃く,"取り除く, 研究所, 汚す",sweep the street.,通りを掃く。,共通テスト
Essential (601-1200),whisper,ささやく,"注ぐ, 会議, 叫ぶ",whisper a secret.,秘密をささやく。,共通テスト
Essential (601-1200),imitate,～をまねる,"消える, 大陸, 創造する",imitate a voice.,声をまねる。,共通テスト
Essential (601-1200),stare,じっと見る,"修復する, 保険, ちらりと見る",stare at him.,彼をじっと見る。,共通テスト
Essential (601-1200),emphasize,～を強調する,"当然だ, 乗組員, 軽視する",emphasize a point.,点を強調する。,共通テスト
Essential (601-1200),rid,～を取り除く,"研究所, 貧乏, 加える",Get rid of it.,それを取り除く。,共通テスト
Essential (601-1200),pour,～を注ぐ,"会議, 不足, 吸う",pour water.,水を注ぐ。,共通テスト
Essential (601-1200),vanish,消える,"大陸, 情勢, 現れる",vanish into air.,跡形もなく消える。,共通テスト
Essential (601-1200),restore,～を修復する,"保険, 例外, 破壊する",restore order.,秩序を修復する。,共通テスト
Essential (601-1200),deserve,～に値する、当然だ,"乗組員, 賃金, 値しない",deserve a prize.,賞に値する。,共通テスト
Essential (601-1200),laboratory,研究所,"貧乏, 知恵, 教室",a research laboratory.,研究所。,共通テスト
Essential (601-1200),conference,会議,"不足, 税金, 休暇",attend a conference.,会議に出席する。,共通テスト
Essential (601-1200),continent,大陸,"情勢, 進化, 島",the African continent.,アフリカ大陸。,共通テスト
Essential (601-1200),insurance,保険,"例外, 壁, 負債",health insurance.,健康保険。,共通テスト
Essential (601-1200),crew,乗組員,"賃金, 範ちゅう, 観客",a ship's crew.,船の乗組員。,共通テスト
Essential (601-1200),poverty,貧乏、貧困,"知恵, 単位, 富",live in poverty.,貧困の中で暮らす。,共通テスト
Essential (601-1200),shortage,不足,"税金, 評判, 過剰",a food shortage.,食料不足。,共通テスト
Essential (601-1200),affair,情勢、事件,"進化, 美徳, 平穏",foreign affairs.,外交情勢。,共通テスト
Essential (601-1200),exception,例外,"壁, 勇気, 規則",No exceptions.,例外なし。,共通テスト
Essential (601-1200),wage,賃金,"範ちゅう, 同情, 寄付",high wages.,高い賃金。,共通テスト
Essential (601-1200),wisdom,知恵,"単位, 組合, 愚かさ",ancestral wisdom.,先祖の知恵。,共通テスト
Essential (601-1200),tax,税金,"評判, 文明, 利益",pay income tax.,所得税（税金）を払う。,共通テスト
Essential (601-1200),evolution,進化,"美徳, 冊, 革命",the evolution of humans.,人類の進化。,共通テスト
Essential (601-1200),barrier,壁、障壁,"勇気, 花, 基礎",a language barrier.,言葉の壁（障壁）。,共通テスト
Essential (601-1200),category,範疇、カテゴリー,"同情, 時代, 順序",fall into this category.,この範疇に入る。,共通テスト
Essential (601-1200),unit,単位,"組合, 紛争, 合計",a unit of currency.,通貨の単位。,共通テスト
Essential (601-1200),reputation,評判,"文明, 観光, 噂",a good reputation.,良い評判。,共通テスト
Essential (601-1200),virtue,美徳、長所,"冊, 人類, 欠点",Patience is a virtue.,忍耐は美徳である。,慶應義塾大
Essential (601-1200),courage,勇気,"花, 殺人, 恐怖",have the courage to speak.,話す勇気を持つ。,共通テスト
Essential (601-1200),sympathy,同情、共感,"時代, 風景, 嫌悪",feel sympathy for her.,彼女に同情する。,共通テスト
Essential (601-1200),union,組合、結合,"紛争, 目的地, 分離",a labor union.,労働組合。,共通テスト
Essential (601-1200),civilization,文明,"観光, 話, 野蛮",ancient civilization.,古代文明。,共通テスト
Essential (601-1200),volume,冊、容積、音量,"人類, 改革, 密度",a three-volume novel.,3冊から成る小説。,共通テスト
Essential (601-1200),blossom,花、開花,"殺人, 筋肉, 根",cherry blossoms.,桜の花。,共通テスト
Essential (601-1200),era,時代,"風景, 見通し, 瞬間",the Edo era.,江戸時代。,共通テスト
Essential (601-1200),dispute,紛争、論争,"目的地, 企業, 合意",a territorial dispute.,領土紛争。,共通テスト
Essential (601-1200),tourism,観光,"話, 植民地, 農業",develop tourism.,観光を振興する。,共通テスト
Essential (601-1200),m mankind,人類,"改革, 口論, 宇宙",the history of mankind.,人類の歴史。,共通テスト
Essential (601-1200),murder,殺人,"筋肉, 職業, 盗難",commit murder.,殺人を犯す。,共通テスト
Essential (601-1200),landscape,風景,"見通し, 側面, 肖像",a beautiful landscape.,美しい風景。,共通テスト
Essential (601-1200),destination,目的地,"企業, 休止, 出発地",reach the destination.,目的地に到着する。,共通テスト
Essential (601-1200),tale,話、物語,"植民地, 対立, 事実",a fairy tale.,おとぎ話。,共通テスト
Essential (601-1200),reform,改革,"口論, 特権, 伝統",social reform.,社会改革。,共通テスト
Essential (601-1200),muscle,筋肉,"職業, 繁栄, 骨",build muscle.,筋肉を鍛える。,共通テスト
Essential (601-1200),prospect,見通し、展望,"側面, 天才, 過去",a prospect of success.,成功の見通し。,共通テスト
Essential (601-1200),corporation,企業、法人,"休止, 種, 個人",a large corporation.,大企業。,共通テスト
Essential (601-1200),colony,植民地、群生,"対立, 症状, 独立国",a British colony.,イギリスの植民地。,共通テスト
Essential (601-1200),quarrel,口論,"特権, 長所, 握手",have a quarrel.,口論をする。,共通テスト
Essential (601-1200),profession,職業,"繁栄, 層, 趣味",the medical profession.,医療職（職業）。,共通テスト
Essential (601-1200),aspect,側面,"天才, 手がかり, 全体",every aspect of life.,生活のあらゆる側面。,共通テスト
Essential (601-1200),pause,休止,"種, 状況, 継続",without a pause.,休止することなく。,共通テスト
Essential (601-1200),conflict,対立、紛争,"症状, 地区, 協力",a mental conflict.,心の葛藤（対立）。,共通テスト
Essential (601-1200),privilege,特権,"長所, 刑務所, 義務",a special privilege.,特別な特権。,共通テスト
Essential (601-1200),prosperity,繁栄,"層, 仲間, 衰退",economic prosperity.,経済的繁栄。,共通テスト
Essential (601-1200),genius,天才,"手がかり, 重役, 凡人",a mathematical genius.,数学の天才。,共通テスト
Essential (601-1200),seed,種,"状況, 正義, 根",sow seeds.,種をまく。,共通テスト
Essential (601-1200),symptom,症状、兆候,"地区, 刑務所, 原因",common symptoms.,よくある症状。,共通テスト
Essential (601-1200),merit,長所、利点,"刑務所, 仲間, 欠点",merits and demerits.,長所と短所。,共通テスト
Essential (601-1200),layer,層,"仲間, 天国, 芯",the ozone layer.,オゾン層。,共通テスト
Essential (601-1200),clue,手がかり,"重役, 贅沢, 迷宮",a clue to the mystery.,謎を解く手がかり。,共通テスト
Essential (601-1200),circumstances,状況、事情,"正義, 酸素, 意志",under the circumstances.,このような状況下で。,共通テスト
Essential (601-1200),district,地区,"手続き, 光線, 中央",a business district.,商業地区。,共通テスト
Essential (601-1200),prison,刑務所,"光線, 主題, 自由",go to prison.,刑務所に入る。,共通テスト
Essential (601-1200),companion,仲間、付き添い,"天国, 贅沢, 敵",a traveling companion.,旅の仲間。,共通テスト
Essential (601-1200),executive,重役、執行部,"贅沢, 熱望, 部下",an executive officer.,重役（執行官）。,共通テスト
Essential (601-1200),justice,正義、司法,"酸素, 予報, 不正",social justice.,社会正義。,共通テスト
Essential (601-1200),procedure,手続き,"資金, 主題, 習慣",follow the procedure.,手続きに従う。,共通テスト
Essential (601-1200),ray,光線,"主題, 境界, 影",a ray of light.,一筋の光（光線）。,共通テスト
Essential (601-1200),heaven,天国,"境界, 熱望, 地獄",a gift from heaven.,天国からの贈り物。,共通テスト
Essential (601-1200),luxury,贅沢,"熱望, 予報, 節約",live in luxury.,贅沢に暮らす。,共通テスト
Essential (601-1200),oxygen,酸素,"予報, 心理学, 二酸化炭素",lack of oxygen.,酸素不足。,共通テスト
Essential (601-1200),fund,資金、基金,"心理学, 労働, 借金",a scholarship fund.,奨学基金（資金）。,共通テスト
Essential (601-1200),theme,主題、テーマ,"労働, 委員会, 結論",the main theme.,主なテーマ（主題）。,共通テスト
Essential (601-1200),boundary,境界,"委員会, 医者, 内部",a national boundary.,国境（境界）。,共通テスト
Essential (601-1200),ambition,熱望、野心,"医者, 哲学, 無関心",full of ambition.,野心（熱望）に満ちて。,共通テスト
Essential (601-1200),forecast,予報、予測,"哲学, 愛情, 回想",a weather forecast.,天気予報。,共通テスト
Essential (601-1200),psychology,心理学,"愛情, 候補, 物理学",educational psychology.,教育心理学。,共通テスト
Essential (601-1200),labor,労働,"候補, 爆弾, 休息",manual labor.,肉体労働。,共通テスト
Essential (601-1200),committee,委員会,"爆弾, 優先, 議会",a special committee.,特別委員会。,共通テスト
Essential (601-1200),physician,医者（内科医）,"優先, 障害, 患者",consult a physician.,医者に相談する。,共通テスト
Essential (601-1200),philosophy,哲学,"障害, 食欲, 科学",Greek philosophy.,ギリシャ哲学。,共通テスト
Essential (601-1200),affection,愛情,"食欲, 緊張, 憎しみ",feel affection for him.,彼に愛情を感じる。,共通テスト
Essential (601-1200),candidate,候補,"緊張, 部族, 当選者",a presidential candidate.,大統領候補。,共通テスト
Essential (601-1200),bomb,爆弾,"部族, 予算, 盾",an atomic bomb.,原子爆弾。,共通テスト
Essential (601-1200),priority,優先（事項）,"予算, 運動, 後回し",top priority.,最優先。,共通テスト
Essential (601-1200),obstacle,障害,"運動, 悲しみ, 助け",an obstacle to peace.,平和への障害。,共通テスト
Essential (601-1200),appetite,食欲,"悲しみ, 衛星, 満腹",lose one's appetite.,食欲をなくす。,共通テスト
Essential (601-1200),tension,緊張,"衛星, 洞察, 緩和",relieve tension.,緊張を和らげる。,共通テスト
Essential (601-1200),tribe,部族,"洞察, せき, 都会",a native tribe.,先住民の部族。,共通テスト
Essential (601-1200),budget,予算,"せき, 運命, 決算",a tight budget.,厳しい予算。,共通テスト
Essential (601-1200),campaign,運動、キャンペーン,"運命, 計画, 休暇",a sales campaign.,販売運動（キャンペーン）。,共通テスト
Essential (601-1200),sorrow,悲しみ,"計画, 侮辱, 喜び",feel great sorrow.,深い悲しみを感じる。,共通テスト
Essential (601-1200),satellite,衛星,"侮辱, 住民, 恒星",a weather satellite.,気象衛星。,共通テスト
Essential (601-1200),insight,洞察,"住民, 化石, 無知",deep insight.,深い洞察。,共通テスト
Essential (601-1200),cough,せき,"化石, 動機, くしゃみ",have a bad cough.,ひどいせきが出る。,共通テスト
Essential (601-1200),fate,運命,"動機, 本能, 偶然",a tragic fate.,悲劇的な運命。,共通テスト
Essential (601-1200),scheme,計画,"本能, 伝説, 混乱",a grand scheme.,壮大な計画。,共通テスト
Essential (601-1200),insult,侮辱,"伝説, 帝国, 賞賛",a personal insult.,個人的な侮辱。,共通テスト
Essential (601-1200),inhabitant,住民,"帝国, 郊外, 余所者",local inhabitants.,地元の住民。,共通テスト
Essential (601-1200),fossil,化石,"郊外, 建築, 現生種",fossil fuels.,化石燃料。,共通テスト
Essential (601-1200),motive,動機,"建築, 情熱, 結果",a motive for murder.,殺人の動機。,共通テスト
Essential (601-1200),instinct,本能,"情熱, ガン, 理性",by instinct.,本能的に。,共通テスト
Essential (601-1200),legend,伝説,"ガン, 論理, 事実",an ancient legend.,古代の伝説。,共通テスト
Essential (601-1200),empire,帝国,"論理, ダース, 共和国",the Roman Empire.,ローマ帝国。,共通テスト
Essential (601-1200),suburb,郊外,"ダース, 収穫, 都心",live in the suburbs.,郊外に住む。,共通テスト
Essential (601-1200),architecture,建築、建築様式,"収穫, 材料, 彫刻",modern architecture.,近代建築。,共通テスト
Essential (601-1200),passion,情熱,"材料, 仮説, 冷淡",a passion for music.,音楽への情熱。,共通テスト
Essential (601-1200),cancer,ガン,"仮説, 航海, 健康",lung cancer.,肺ガン。,共通テスト
Essential (601-1200),logic,論理,"航海, 編集者, 感情",basic logic.,基本的な論理。,共通テスト
Essential (601-1200),dozen,ダース（12個）,"編集者, 選択の自由, 10個",a dozen eggs.,1ダースの卵。,共通テスト
Essential (601-1200),harvest,収穫,"選択の自由, 半球, 凶作",a good harvest.,豊作（良い収穫）。,共通テスト
Essential (601-1200),ingredient,材料、成分,"半球, 仕組み, 完成品",natural ingredients.,天然成分（材料）。,共通テスト
Essential (601-1200),hypothesis,仮説,"仕組み, 人類学者, 真実",test a hypothesis.,仮説を検証する。,共通テスト
Essential (601-1200),voyage,航海,"人類学者, 悲劇, 散歩",a long voyage.,長い航海。,共通テスト
Essential (601-1200),editor,編集者,"悲劇, 抗生物質, 著者",a newspaper editor.,新聞の編集者。,共通テスト
Essential (601-1200),option,選択の自由、選択肢,"抗生物質, 運賃, 強制",have no other option.,他に選択肢がない。,共通テスト
Essential (601-1200),hemisphere,半球,"運賃, 借金, 球体",the Northern Hemisphere.,北半球。,共通テスト
Essential (601-1200),mechanism,仕組み、機構,"借金, 教育課程, 混乱",the mechanism of a watch.,時計の仕組み。,共通テスト
Essential (601-1200),anthropologist,人類学者,"教育課程, 構成要素, 考古学者",a famous anthropologist.,有名な人類学者。,共通テスト
Essential (601-1200),tragedy,悲劇,"構成要素, 小麦, 喜劇",a Greek tragedy.,ギリシャ悲劇。,共通テスト
Essential (601-1200),antibiotic,抗生物質,"小麦, 語法, ビタミン剤",take antibiotics.,抗生物質を飲む。,共通テスト
Essential (601-1200),fare,運賃,"語法, 民族, 罰金",bus fare.,バスの運賃。,共通テスト
Essential (601-1200),debt,借金、負債,"城, 爆発, 貯金",pay off a debt.,借金を返済する。,共通テスト
Essential (601-1200),curriculum,教育課程、カリキュラム,"飢饉, 部分, 授業",the school curriculum.,学校の教育課程。,共通テスト
Essential (601-1200),component,構成要素、部品,"絶滅, 生物, 全体",a key component.,主要な構成要素。,慶應義塾大
Essential (601-1200),wheat,小麦,"財布, 商人, 米",wheat flour.,小麦粉。,共通テスト
Essential (601-1200),usage,語法、慣法,"民族, 神話, 意味",English usage.,英語の語法。,共通テスト
Essential (601-1200),castle,城,"爆発, 出来事, 寺院",an old castle.,古い城。,共通テスト
Essential (601-1200),famine,飢饉,"部分, 野生生物, 豊作",die of famine.,飢饉で亡くなる。,共通テスト
Essential (601-1200),extinction,絶滅,"生物, 議会, 生存",on the verge of extinction.,絶滅の危機に瀕して。,共通テスト
Essential (601-1200),purse,財布、ハンドバッグ,"商人, 湾, 鍵",lose a purse.,財布を失くす。,共通テスト
Essential (601-1200),folk,民族、人々,"神話, 刑, 個人",folk music.,民族音楽。,共通テスト
Essential (601-1200),explosion,爆発,"出来事, 遺産, 沈黙",a gas explosion.,ガス爆発。,共通テスト
Essential (601-1200),portion,部分、分け前,"野生生物, 多様性, 全体",a large portion.,大きな部分。,共通テスト
Essential (601-1200),organism,生物、有機体,"議会, 親指, 無機物",a living organism.,生きた生物。,共通テスト
Essential (601-1200),merchant,商人,"湾, 地理, 客",a wine merchant.,ワイン商人。,共通テスト
Essential (601-1200),myth,神話、作り話,"刑, 要因, 事実",Greek myths.,ギリシャ神話。,共通テスト
Essential (601-1200),incident,出来事、事件,"遺産, 差別, 偶然",a strange incident.,奇妙な出来事。,共通テスト
Essential (601-1200),wildlife,野生生物,"多様性, ウイルス, 家畜",protect wildlife.,野生生物を保護する。,共通テスト
Essential (601-1200),congress,議会、会議,"親指, 像, 法律",the U.S. Congress.,米国議会。,共通テスト
Essential (601-1200),bay,湾,"地理, 神父, 海岸",Tokyo Bay.,東京湾。,共通テスト
Essential (601-1200),penalty,刑、刑罰、罰金,"要因, 先駆者, 報酬",the death penalty.,死刑（刑罰）。,共通テスト
Essential (601-1200),heritage,遺産、伝統,"差別, 特徴, 負債",World Heritage.,世界遺産。,共通テスト
Essential (601-1200),diversity,多様性,"ウイルス, きずな, 単一性",cultural diversity.,文化的多様性。,共通テスト
Essential (601-1200),thumb,親指,"像, 食料品, 手首",a green thumb.,園芸の才（親指）。,共通テスト
Essential (601-1200),geography,地理、地理学,"神父, 秘書, 歴史",Japanese geography.,日本の地理。,共通テスト
Essential (601-1200),factor,要因、要素,"先駆者, 方言, 結果",a deciding factor.,決定的な要因。,共通テスト
Essential (601-1200),discrimination,差別,"特徴, 天文学, 平等",racial discrimination.,人種差別。,共通テスト
Essential (601-1200),virus,ウイルス,"きずな, 子供, 細菌",a computer virus.,コンピュータウイルス。,共通テスト
Essential (601-1200),statue,像、彫像,"食料品, 物質, 法律",a bronze statue.,ブロンズ像。,共通テスト
Essential (601-1200),priest,神父、聖職者,"秘書, 発見, 罪人",a Catholic priest.,カトリックの神父。,共通テスト
Essential (601-1200),pioneer,先駆者、開拓者,"方言, 戦略, 模倣者",a pioneer in space.,宇宙開発の先駆者。,共通テスト
Essential (601-1200),trait,特徴、特性,"天文学, 肺, 欠点",a personality trait.,性格上の特徴。,共通テスト
Essential (601-1200),bond,きずな、結束,"子供, 敵, 分離",a family bond.,家族のきずな。,共通テスト
Essential (601-1200),grocery,食料品、食料品店,"物質, 儀式, 宝石",a grocery store.,食料品店。,共通テスト
Essential (601-1200),secretary,秘書、長官,"発見, 結果, 上司",a private secretary.,私設秘書。,共通テスト
Essential (601-1200),dialect,方言,"戦略, 環境保護, 標準語",speak a dialect.,方言を話す。,共通テスト
Essential (601-1200),astronomy,天文学,"肺, 哺乳類, 占星術",study astronomy.,天文学を学ぶ。,共通テスト
Essential (601-1200),youngster,子供、若者,"敵, 望遠鏡, 老人",youngsters today.,今時の子供たち（若者）。,共通テスト
Essential (601-1200),substance,物質、実体,"儀式, 難民, 精神",a toxic substance.,有毒物質。,共通テスト
Essential (601-1200),finding,発見、調査結果,"結果, 規則, 紛失",recent findings.,最近の発見（調査結果）。,共通テスト
Essential (601-1200),strategy,戦略,"環境保護, 風味, 計画",a marketing strategy.,販売戦略。,共通テスト
Essential (601-1200),lung,肺,"哺乳類, 粒子, 心臓",lung cancer.,肺ガン。,共通テスト
Essential (601-1200),opponent,敵、相手,"望遠鏡, 看護, 味方",a political opponent.,政治的な敵（相手）。,共通テスト
Essential (601-1200),ritual,儀式,"難民, 自殺, 習慣",a daily ritual.,日々の儀式（習慣）。,共通テスト
Essential (601-1200),outcome,結果、成果,"規則, 生息地, 原因",the final outcome.,最終的な結果。,共通テスト
Essential (601-1200),conservation,環境保護、保存,"風味, いじめ, 破壊",nature conservation.,自然保護。,共通テスト
Essential (601-1200),mammal,哺乳類,"粒子, 恐竜, 爬虫類",Marine mammals.,海の哺乳類。,共通テスト
Essential (601-1200),telescope,望遠鏡,"看護, 議会, 顕微鏡",look through a telescope.,望遠鏡をのぞく。,共通テスト
Essential (601-1200),refugee,難民,"自殺, 性別, 移住者",a refugee camp.,難民キャンプ。,共通テスト
Essential (601-1200),code,規則、規範、暗号,"生息地, 手術, 自由",a dress code.,服装規定（規則）。,共通テスト
Essential (601-1200),flavor,風味、味,"いじめ, 革新, 香り",a unique flavor.,独特の風味。,共通テスト
Essential (601-1200),particle,粒子,"恐竜, タンパク質, 塊",dust particles.,ほこりの粒子。,立教大
Essential (601-1200),nursing,看護,"議会, 栄養, 治療",the nursing profession.,看護職。,共通テスト
Essential (601-1200),suicide,自殺,"性別, 災害, 殺人",commit suicide.,自殺を図る。,共通テスト
Essential (601-1200),habitat,生息地,"手術, 排出, 絶滅",natural habitat.,自然の生息地。,共通テスト
Essential (601-1200),bullying,いじめ,"革新, 類人猿, 友情",stop bullying.,いじめをやめる。,共通テスト
Essential (601-1200),dinosaur,恐竜,"タンパク質, 分子, 化石",extinct dinosaurs.,絶滅した恐竜。,共通テスト
Essential (601-1200),council,議会、会議,"栄養, 汗, 委員会",a city council.,市議会。,共通テスト
Essential (601-1200),gender,性別,"災害, 移植, 年齢",gender equality.,男女平等（性別）。,共通テスト
Essential (601-1200),surgery,手術,"排出, 種, 薬",undergo surgery.,手術を受ける。,共通テスト
Essential (601-1200),innovation,革新,"類人猿, 先, 伝統",technical innovation.,技術革新。,共通テスト
Essential (601-1200),protein,タンパク質,"分子, 牛, 脂肪",high in protein.,タンパク質が豊富な。,共通テスト
Essential (601-1200),nutrition,栄養,"汗, 密度, 食料",poor nutrition.,栄養不足。,共通テスト
Essential (601-1200),disaster,災害、惨事,"移植, 概念, 幸運",a natural disaster.,自然災害。,共通テスト
Essential (601-1200),emission,排出,"種, 青白い, 吸収",gas emissions.,ガスの排出。,共通テスト
Essential (601-1200),ape,類人猿,"先, 貴重な, 猿",great apes.,大型類人猿。,共通テスト
Essential (601-1200),molecule,分子,"牛, 忠実な, 原子",water molecules.,水分子。,青山学院大
Essential (601-1200),sweat,汗,"密度, 孤立している, 涙",covered in sweat.,汗だくで。,共通テスト
Essential (601-1200),transplant,移植,"概念, 気前のよい, 削除",a heart transplant.,心臓移植。,共通テスト
Essential (601-1200),species,種,"青白い, 熱帯, 個体",an endangered species.,絶滅危惧種。,共通テスト
Essential (601-1200),tip,先、助言、チップ,"貴重な, したがらない, 根",the tip of the finger.,指の先。,共通テスト
Essential (601-1200),cattle,牛（の群れ）,"忠実な, 漠然とした, 羊",raise cattle.,牛を育てる。,共通テスト
Essential (601-1200),density,密度,"孤立している, 広大な, 面積",population density.,人口密度。,共通テスト
Essential (601-1200),concept,概念,"気前のよい, たくさんの, 事実",a basic concept.,基本的な概念。,共通テスト
Essential (601-1200),pale,青白い,"熱帯, 田舎の, 鮮やかな",turn pale.,青白くなる。,共通テスト
Essential (601-1200),precious,貴重な,"したがらない, 広まっている, 安価な",precious stones.,宝石（貴重な石）。,共通テスト
Essential (601-1200),loyal,忠実な,"漠然とした, 複雑な, 不実な",a loyal friend.,忠実な友人。,共通テスト
Essential (601-1200),isolated,孤立している,"広大な, 目に見える, 混雑した",an isolated village.,孤立している村。,共通テスト
Essential (601-1200),generous,気前のよい、寛大な,"たくさんの, 生の, けちな",a generous man.,気前のよい男。,共通テスト
Essential (601-1200),tropical,熱帯の,"田舎の, へんぴな, 寒帯の",a tropical forest.,熱帯の森。,共通テスト
Essential (601-1200),reluctant,～したがらない,"広まっている, 緊急の, 熱心な",feel reluctant to go.,行きたがらない。,共通テスト
Essential (601-1200),vague,漠然とした、曖昧な,"複雑な, ばかな, 明確な",a vague answer.,漠然とした答え。,共通テスト
Essential (601-1200),vast,広大な、膨大な,"目に見える, いちじるしい, 狭い",the vast ocean.,広大な海。,共通テスト
Essential (601-1200),numerous,たくさんの、多数の,"生の, 十分な, わずかな",numerous times.,たくさんの回数。,共通テスト
Essential (601-1200),rural,田舎の,"へんぴな, 並外れた, 都会の",a rural area.,田舎の地域。,共通テスト
Essential (601-1200),widespread,広まっている,"緊急の, おかしな, 限定的な",a widespread rumor.,広まっている噂。,共通テスト
Essential (601-1200),complicated,複雑な,"ばかな, 抽象的な, 単純な",a complicated problem.,複雑な問題。,共通テスト
Essential (601-1200),visible,目に見える,"いちじるしい, 相互の, 透明な",visible light.,可視光（目に見える光）。,共通テスト
Essential (601-1200),raw,生の、未加工の,"十分な, 過度の, 調理された",raw fish.,生の魚。,共通テスト
Essential (601-1200),remote,遠く離れた、へんぴな,"近い, 並外れた, 恥ずかしい",a remote village.,へんぴな（遠く離れた）村。,共通テスト
Essential (601-1200),urgent,緊急の、急を要する,"緩やかな, おかしな, とてつもない",an urgent message.,緊急のメッセージ。,共通テスト
Essential (601-1200),silly,ばかな、愚かな,"賢い, 抽象的な, 避けられない",a silly mistake.,ばかな間違い。,共通テスト
Essential (601-1200),striking,いちじるしい、目立つ,"わずかな, 相互の, 純粋な",a striking contrast.,いちじるしい対照。,共通テスト
Essential (601-1200),adequate,十分な、適切な,"不十分な, 過度の, 安定した",adequate sleep.,十分な睡眠。,共通テスト
Essential (601-1200),extraordinary,並外れた、異常な,"普通の, 恥ずかしい, 無関心な",an extraordinary talent.,並外れた才能。,共通テスト
Essential (601-1200),odd,おかしな、奇妙な,"普通の, とてつもない, 攻撃的な",an odd noise.,おかしな（奇妙な）音。,共通テスト
Essential (601-1200),abstract,抽象的な,"具体的な, 避けられない, 究極の",abstract art.,抽象芸術。,共通テスト
Essential (601-1200),mutual,相互の,"一方的な, 純粋な, 内気な",mutual understanding.,相互理解。,共通テスト
Essential (601-1200),excessive,過度の,"適度な, 安定した, 太陽の",excessive drinking.,過度の飲酒。,共通テスト
Essential (601-1200),ashamed,恥ずかしくて,"誇らしい, 無関心な, 深い",feel ashamed of...,～を恥ずかしく思う。,共通テスト
Essential (601-1200),tremendous,とてつもない、巨大な,"わずかな, 攻撃的な, 微妙な",a tremendous success.,とてつもない成功。,共通テスト
Essential (601-1200),inevitable,避けられない,"避けられる, 究極の, 保守的な",an inevitable result.,避けられない結果。,共通テスト
Essential (601-1200),pure,純粋な,"混ざった, 内気な, 勇敢な",pure water.,純粋な水。,共通テスト
Essential (601-1200),stable,安定した,"不安定な, 太陽の, 強烈な",a stable economy.,安定した経済。,共通テスト
Essential (601-1200),indifferent,無関心な,"熱心な, 深い, アルコールの",be indifferent to politics.,政治に無関心だ。,慶應義塾大
Essential (601-1200),aggressive,攻撃的な,"穏やかな, 微妙な, 手作業の",aggressive behavior.,攻撃的な行動。,共通テスト
Essential (601-1200),ultimate,究極の、最終的な,"最初の, 保守的な, 残酷な",the ultimate goal.,究極の目標。,共通テスト
Essential (601-1200),shy,内気な,"社交的な, 勇敢な, 理性的な",a shy girl.,内気な少女。,共通テスト
Essential (601-1200),solar,太陽の,"月の, 強烈な, 最初の",solar energy.,太陽エネルギー。,共通テスト
Essential (601-1200),profound,深い、重大な,"浅い, アルコールの, 免疫の",a profound effect.,深い（重大な）影響。,共通テスト
Essential (601-1200),subtle,微妙な、かすかな,"明確な, 手作業の, 言語の",a subtle difference.,微妙な違い。,共通テスト
Essential (601-1200),conservative,保守的な,"進歩的な, 残酷な, 重大な",a conservative party.,保守的な政党。,共通テスト
Essential (601-1200),brave,勇敢な,"臆病な, 理性的な, 言葉による",a brave soldier.,勇敢な兵士。,共通テスト
