アルコール発酵において、ピルビン酸から二酸化炭素を取り除いてアセトアルデヒドにする酵素は？,ピルビン酸脱炭酸酵素,17 代謝,呼吸（好気呼吸）と違い、脱炭酸によって $CO_2$ が発生するのが特徴です。
酸素を使わずに有機物を分解し、ATPを取り出す代謝を総称して何というか。,嫌気呼吸（発酵を含む）,17 代謝,狭義には酸素以外の無機物を使うものを指しますが、高校生物では発酵と同義で扱われることもあります。
筋肉や乳酸菌で行われ、グルコースを乳酸に分解してATPを得る過程は？,乳酸発酵,17 代謝,$C_6H_{12}O_6 \rightarrow 2C_3H_6O_3(乳酸) + 2ATP$ の反応です。$CO_2$ は出ません。
基質から水素（電子）を奪い、NAD⁺などの補酵素に渡す反応を触媒する酵素は？,脱水素酵素（デヒドロゲナーゼ）,17 代謝,代謝のあらゆる場面で活躍し、酸化還元反応の主役となります。
乳酸発酵において、ピルビン酸に水素を渡して乳酸に変える目的は何？,NAD⁺の再生,17 代謝,解糖系を継続するために、NADHをNAD⁺に戻すリサイクル工程です。
葉緑体の中にあり、光化学反応（光リン酸化）が行われる平たい袋状の構造は？,チラコイド,17 代謝,この膜（チラコイド内膜）に光合成色素や電子伝達系が埋め込まれています。
チラコイド膜で光エネルギーを使ってATPを合成する仕組みを何というか。,光リン酸化,17 代謝,呼吸の「酸化的リン酸化」と同様、水素イオンの濃度勾配を利用します。
夜間に気孔を開いて$CO_2$を吸収し、有機酸（リンゴ酸）として蓄える植物は？,CAM植物,17 代謝,ベンケイソウやサボテンなど、乾燥地に生息する植物の生存戦略です。
光エネルギーではなく、無機物の酸化エネルギーで同化を行う細菌の総称は？,化学合成細菌,17 代謝,亜硝酸菌、硝酸菌、硫黄細菌などがこれに当たります。
光合成の全体を1つの化学反応式で表すと？,$6CO_2 + 12H_2O + 光エネルギー \rightarrow C_6H_{12}O_6 + 6H_2O + 6O_2$,17 代謝,呼吸の反応式のちょうど逆向き（水の数は異なります）の反応です。
光合成において、放出される酸素（$O_2$）の由来となる物質は何か。,水（$H_2O$）,17 代謝,ルーベンらの実験（同位体を用いた実験）によって証明されました。
光合成が行われる細胞小器官は？,葉緑体,17 代謝,独自のDNAを持ち、二重膜構造をしています。
葉緑体の基質（液体部分）で、二酸化炭素から糖を合成する反応系を何というか。,カルビン回路（ベンソン・カルビン回路）,17 代謝,チラコイドで作られたATPとNADPHを消費して動きます。
葉緑体内部にある、平たい袋状の膜構造を何というか。,チラコイド,17 代謝,光合成色素が含まれ、光化学反応（光リン酸化）が行われます。
チラコイドが積み重なった部分の名称は？,グラナ,17 代謝,表面積を広げることで、効率よく光を吸収できるようになっています。
葉緑体内部のチラコイド以外の液体部分を何というか。,ストロマ,17 代謝,カルビン回路が行われ、二酸化炭素から糖が合成されます。
ミトコンドリアの内膜に囲まれた、最も内側の液体部分を何というか。,マトリックス,17 代謝,クエン酸回路が行われる場所です。
光合成細菌が水素源として水の代わりに利用する代表的な無機物は？,硫化水素（$H_2S$）,17 代謝,植物は $H_2O$ を分解しますが、光合成細菌は $H_2S$ などを分解します。
光合成細菌による光合成において、酸素の代わりに放出される物質は？,硫黄（$S$）,17 代謝,$H_2S$ を分解するため、副産物として硫黄の粒が残ります。
葉緑体を持たない光合成細菌が、光を吸収するために持っている色素は？,バクテリオクロロフィル,17 代謝,植物のクロロフィルとは吸収する光の波長が異なります。
紅色硫黄細菌や緑色硫黄細菌など、光合成細菌が分類される生物群は？,原核生物,17 代謝,葉緑体という細胞小器官を持たず、細胞膜の陥入部で反応を行います。
アンモニアを酸化して亜硝酸にする過程で得られるエネルギーを利用する細菌は？,亜硝酸菌,17 代謝,土壌中の窒素循環において、非常に重要な役割を果たす化学合成細菌です。
C4植物やCAM植物において、最初に$CO_2$を取り込んで作られる炭素数4の化合物は？,オキサロ酢酸,17 代謝,その後、リンゴ酸などに変換されて、維管束鞘細胞へ運ばれます。
C4植物において、低濃度の$CO_2$を効率よく固定する際に働く酵素は？,PEPカルボキシラーゼ,17 代謝,ルビスコよりも$CO_2$との親和性が非常に高いのが特徴です。
光化学系Ⅰの反応中心にある、特定の波長の光を吸収するクロロフィルは？,$P700$,17 代謝,700nm付近の光を最もよく吸収するため、こう呼ばれます。
光化学系Ⅰで光エネルギーを受け取り、最終的に電子を受け取って還元される物質は？,$NADP^+$,17 代謝,還元されて NADPH となり、カルビン回路の還元剤として使われます。
光化学系ⅠとⅡが並ぶ、葉緑体内の具体的な場所は？,チラコイド内膜,17 代謝,膜に埋め込まれたタンパク質複合体として存在します。
光合成色素が、各波長の光をどの程度吸収するかを示したグラフを何というか。,吸収スペクトル,17 代謝,横軸に波長（光の色）、縦軸に吸光度をとります。
光合成の主要な色素であるクロロフィルが、特によく吸収する光の色は？,青紫光 と 赤色光,17 代謝,緑色の光はあまり吸収されず反射・透過するため、葉は緑色に見えます。
光の波長と、実際の光合成速度（酸素放出量など）の関係を示したグラフは？,作用スペクトル,17 代謝,吸収スペクトルとほぼ一致しますが、補助色素の影響で少し形が異なります。
クロロフィル以外に、青緑色の光を吸収してエネルギーを渡す補助色素は？,カルテノイド（カロテン・キサントフィル）,17 代謝,クロロフィルが苦手な波長をカバーし、光合成効率を助けます。
光化学系Ⅱの反応中心にある、特定の波長の光を吸収するクロロフィルは？,$P680$,17 代謝,680nm付近の光を最もよく吸収するため、こう呼ばれます。
光化学系Ⅱにおいて、光エネルギーを利用して水（$H_2O$）を分解し、酸素を放出する反応を何というか。,水の光分解,17 代謝,放出された電子（$e^-$）が、その後の電子伝達系の燃料になります。
光化学系Ⅱから放出された電子が電子伝達系を流れる際、そのエネルギーで$H^+$が輸送される場所は？,ストロマからチラコイドルーメン（内部）,17 代謝,この$H^+$の濃度勾配が、後のATP合成の原動力になります。
亜硝酸菌がアンモニアを酸化してエネルギーを得る反応式は？,$2NH_3 + 3O_2 \rightarrow 2HNO_2 + 2H_2O + エネルギー$,17 代謝,$NH_3$（アンモニア）を $HNO_2$（亜硝酸）に変えます。
硝酸菌が亜硝酸を酸化してエネルギーを得る反応式は？,$2HNO_2 + O_2 \rightarrow 2HNO_3 + エネルギー$,17 代謝,$HNO_2$ をさらに $HNO_3$（硝酸）に変えます。
硫黄細菌が硫化水素を酸化してエネルギーを得る反応式は？,$2H_2S + O_2 \rightarrow 2S + 2H_2O + エネルギー$,17 代謝,光合成細菌（硫黄細菌）と違い、酸素（$O_2$）を消費するのが特徴です。
DNA複製において、元の1本鎖を鋳型として新しい鎖を作り、新旧1本ずつがペアになる方式を何というか。,半保存的複製,18 DNAと遺伝,ワトソンとクリックが予言し、メセルソンとスタールが証明しました。
メセルソンとスタールの実験で、DNAを重さで分けるために利用された手法は？,密度勾配遠心法,18 DNAと遺伝,塩化セシウム溶液を遠心分離し、密度のわずかな違いでDNAを分離します。
実験でDNAを標識するために使われた、窒素の2つの同位体は何か。,$^{14}N$（軽い窒素）と $^{15}N$（重い窒素）,18 DNAと遺伝,放射性ではない安定同位体が使われました。
$^{15}N$のみの培地から$^{14}N$培地に移して1回複製（1世代目）したとき、DNAのバンドはどうなるか。,中間（$^{14}N/^{15}N$）の重さに1本だけ出る,18 DNAと遺伝,全てが「新旧ペア」になるため、重さは均一になります。
DNA複製において、ラギング鎖で合成される短いDNA断片を何というか。,岡崎フラグメント,18 DNAと遺伝,長さは、原核生物で1000〜2000、真核生物で100〜200塩基対ほどです。
DNAポリメラーゼが新しくヌクレオチドをつなげることができる方向は？,5'末端 → 3'末端,18 DNAと遺伝,この方向性の制約が、岡崎フラグメントが必要になる根本的な原因です。
岡崎フラグメント（DNA断片）どうしをつなぎ合わせる酵素は？,DNAリガーゼ,18 DNAと遺伝,リン酸ジエステル結合を形成して、1本の連続した鎖にします。
DNA合成を開始する際の「足がかり」となる短いRNA鎖を何というか。,プライマー,18 DNAと遺伝,岡崎フラグメントは、毎回このプライマーから合成が始まります。
原核細胞のDNAの一般的な形状は？,環状（かんじょう）,18 DNAと遺伝,1本の環状DNAが細胞質にむき出しで存在します。
原核細胞において、主ゲノムとは別に存在する小さな環状DNAを何というか。,プラスミド,18 DNAと遺伝,薬剤耐性遺伝子などを含み、細菌間で受け渡しされることがあります。
原核細胞のゲノムにおいて、遺伝子以外の「読み飛ばされる部分」は多いか少ないか。,極めて少ない,18 DNAと遺伝,ゲノムのほとんどがタンパク質のコード領域で、無駄がありません。
原核細胞には、真核生物のような「核膜」や「ヒストン」はあるか。,ない（基本的には）,18 DNAと遺伝,DNAはヒストンに巻き付かず、核様体という領域にまとまっています。
DNA複製の際、複製フォークの進行方向とは逆向きに、不連続に合成される鎖を何というか。,ラギング鎖,18 DNAと遺伝,「lag（遅れる）」という名の通り、リーディング鎖より少し遅れて合成されます。
ラギング鎖において、不連続に合成された短いDNA断片を何というか。,岡崎フラグメント,18 DNAと遺伝,日本人の岡崎令治・恒子夫妻によって発見されました。
ラギング鎖の合成において、岡崎フラグメント同士を結合させる酵素は？,DNAリガーゼ,18 DNAと遺伝,糊（のり）のような役割で、DNAの隙間をリン酸ジエステル結合でつなぎます。
複製が開始される際、DNAポリメラーゼの足がかりとして最初に合成されるRNA鎖は？,プライマー,18 DNAと遺伝,ラギング鎖では、岡崎フラグメントごとにこのプライマーが必要になります。
鋳型となるDNA鎖に相補的なヌクレオチドをつなぎ合わせる酵素は？,DNAポリメラーゼ,18 DNAと遺伝,新しい鎖の5'末端から3'末端の方向へ合成を進めます。
DNAポリメラーゼが合成を開始するために必要とする、短いヌクレオチド鎖を何というか。,プライマー,18 DNAと遺伝,生体内では通常、数〜十数塩基のRNAが使われます。
合成ミスを修正するために、間違った塩基を取り除くDNAポリメラーゼの機能を何というか。,校正機能（プルーフリーディング）,18 DNAと遺伝,これにより、複製の精度は極めて高く保たれています。
DNAの2本鎖をほどき、複製フォークを作る酵素は？,ヘリカーゼ,18 DNAと遺伝,DNAポリメラーゼが働く道を作る、いわば「先導役」です。
ヒトのテロメアで見られる、特徴的な繰り返し配列（6塩基）は？,TTAGGG,18 DNAと遺伝,この配列が数千回繰り返されており、染色体の端を保護しています。
真核生物の線状DNAの末端にある、タンデムリピート構造を何というか。,テロメア,18 DNAと遺伝,細胞分裂のたびに少しずつ短くなり、「細胞の寿命」に関わります。
テロメアを伸長させる働きを持つ酵素を何というか。,テロメラーゼ,18 DNAと遺伝,生殖細胞やがん細胞で活性が高く、細胞の不死化に寄与します。
原核生物において、関連する複数の遺伝子がまとめて調節される仕組みを何というか。,オペロン,18 DNAと遺伝,1つのプロモーターから複数の遺伝子がまとめて転写されます。
オペレーター（作動遺伝子）に結合し、転写を妨げるタンパク質を何というか。,リプレッサー,18 DNAと遺伝,結合するとRNAポリメラーゼが先に進めなくなります。
調節タンパク質（リプレッサーなど）を作るための遺伝子を何というか。,調節遺伝子,18 DNAと遺伝,オペロンの外部にあることが多く、常に一定量作られています。
RNAポリメラーゼが結合する、転写の開始地点となる塩基配列は？,プロモーター,18 DNAと遺伝,ここに結合できるかどうかが、スイッチのON/OFFを決めます。
転写が終了する際、RNAポリメラーゼが離脱するきっかけとなるDNA上の配列は？,ターミネーター,18 DNAと遺伝,転写の「出口」を指示する配列です。
真核生物において、転写直後のmRNAの5'末端に付加される特殊な構造を何というか。,5'キャップ（キャップ構造）,18 DNAと遺伝,リボソームとの結合を助け、分解を防ぎます。
真核生物において、転写後のmRNAの3'末端に多く付加されるアデニン塩基の列を何というか。,ポリAテール（ポリA配列）,18 DNAと遺伝,核外への搬出やmRNAの安定性に寄与します。
DNAの2本鎖のうち、RNA合成の鋳型（テンプレート）となる方の鎖を何というか。,アンチセンス鎖（鋳型鎖）,18 DNAと遺伝,この鎖と相補的な配列がmRNAになります。
遺伝子の中で、タンパク質の情報を持っており、最終的にmRNAに残る部分を何というか。,エキソン（exon）,18 DNAと遺伝,「表現（expression）される部分」と覚えると楽です。
転写された直後のRNAに含まれるが、スプライシングによって取り除かれる領域は？,イントロン（intron）,18 DNAと遺伝,「介在（intervening）する部分」で、翻訳には使われません。
転写後のRNAからイントロンを取り除き、エキソンをつなぎ合わせる過程を何というか。,スプライシング,18 DNAと遺伝,真核生物の核内で行われる重要な加工プロセスです。
1つの遺伝子から転写されたRNA前駆体において、結合させるエキソンの組み合わせを変える仕組みは？,選択的スプライシング,18 DNAと遺伝,同じ遺伝子から、組織や時期によって異なるmRNAが作られます。
選択的スプライシングによって生じるメリットは何か。,限られた遺伝子数で、多様なタンパク質を合成できること,18 DNAと遺伝,ヒトの複雑な生命現象を支える重要な仕組みです。
スプライシングにおいて、エキソン同士をつなぎ合わせる反応を触媒する複合体を何というか。,スプライソソーム,18 DNAと遺伝,RNAとタンパク質の複合体です。
DNAの塩基配列を変えずに、染色体の修飾などによって遺伝子発現を調節する仕組みを何というか。,エピジェネティクス（制御）,18 DNAと遺伝,「エピ（外側の）」＋「ジェネティクス（遺伝学）」という意味です。
DNAのシトシン塩基にメチル基が結合し、遺伝子発現が抑制される現象を何というか。,DNAのメチル化,18 DNAと遺伝,遺伝子のスイッチを「OFF」にする主要な仕組みです。
DNAが巻き付いているタンパク質（ヒストン）の化学的な修飾を何というか。,ヒストン修飾（アセチル化など）,18 DNAと遺伝,ヒストンの状態が変わることで、DNAのほぐれやすさが変化します。
メチル化などの修飾状態は、細胞分裂後も娘細胞に受け継がれるか。,受け継がれる,18 DNAと遺伝,これにより、特定の細胞（筋肉や神経など）としての個性が維持されます。
ある変異によって失われた形質が、別の部位の変異によって回復する現象を何というか。,サプレッサー変異（抑制変異）,18 DNAと遺伝,「変異 ＋ 変異 ＝ 正常（に近い状態）」となる現象です。
ストップコドンが生じて翻訳が止まる変異を、読み飛ばして翻訳を続行させるtRNAを何というか。,サプレッサーtRNA,18 DNAと遺伝,tRNAのアンチコドン部分に変異が起き、終止コドンにアミノ酸を運べるようになったものです。
調節遺伝子から合成され、オペレーターに結合して転写を抑制するタンパク質を何というか。,リプレッサー,18 DNAと遺伝,RNAポリメラーゼの進行を物理的にブロックします。
オペロン説を提唱し、遺伝子発現調節の仕組みを解明した2人の科学者は？,ジャコブ と モノ,18 DNAと遺伝,フランスのパストゥール研究所で研究を行いました。
彼らが提唱した、1つのプロモーターで複数の遺伝子をまとめて制御する単位を何というか。,オペロン,18 DNAと遺伝,効率的にエネルギーを使うための原核生物特有の仕組みです。
彼らが実験に用いた、糖の分解に関わる代表的なオペロンの名前は？,ラクトースオペロン,18 DNAと遺伝,ラクトース（乳糖）を分解する酵素群の調節機構です。
モノが発見した、グルコースがあるとラクトースがあっても分解酵素を作らない現象を何というか。,異化代謝産物抑制,18 DNAと遺伝,効率の良いエネルギー源（グルコース）を優先して使う仕組みです。
精巣にある、有糸分裂によって数を増やす元の細胞（核相 $2n$）は？,精原細胞,19 配偶子形成,増殖期の細胞。ひたすらコピーを作って数を増やします。
精原細胞が成長して大きくなり、減数分裂を開始する直前の細胞は？,一次精母細胞,19 配偶子形成,核相は $2n$。ここから減数分裂の第一分裂が始まります。
減数分裂の第一分裂が終了して生じる、2個の細胞は？,二次精母細胞,19 配偶子形成,核相は $n$。染色体数が半分になります。
減数分裂の第二分裂が終了して生じる、4個の細胞は？,精細胞,19 配偶子形成,核相は $n$。まだ丸い形をしており、泳ぐことはできません。
精細胞が分化（変態）して、鞭毛を持ち運動能を得た完成体は？,精子,19 配偶子形成,頭部にはDNAと、卵の膜を溶かす先体があります。
精子の頭部の先端にあり、卵の保護層を溶かす酵素を含む構造は？,先体,19 配偶子形成,ゴルジ体由来の器官で、受精の際に「先体反応」を起こします。
精子が泳ぐための推進力を生み出す、長い毛のような構造は？,鞭毛,19 配偶子形成,中心体から発達し、内部には「9+2構造」の微小管があります。
鞭毛を動かすためのエネルギー（ATP）を供給する、中片部に集まっている細胞小器官は？,ミトコンドリア,19 配偶子形成,螺旋状に並び、エンジン（鞭毛）を回す燃料供給源となります。
一次精母細胞が減数分裂の第一分裂を終えた後にできる細胞を何というか。,二次精母細胞,19 配偶子形成,核相が $2n$ から $n$ に減少する重要なステップです。
第一分裂の前期に、相同染色体が対合して形成される構造を何というか。,二価染色体,19 配偶子形成,これにより、第一分裂で相同染色体が別々の細胞に分配されます。
減数分裂の第一分裂で分離するのは、相同染色体か姉妹染色分体か。,相同染色体,19 配偶子形成,これが「減数（染色体数が半分になる）」の直接の原因です。
一次精母細胞（$2n$）と二次精母細胞（$n$）で、1細胞あたりの染色体数はどう変化するか。,半分になる,19 配偶子形成,ヒトの場合、46本から23本になります。
卵の細胞膜のすぐ内側に並んでいる、小さな顆粒状の細胞小器官を何というか。,表層顆粒（表層細胞）,19 配偶子形成,受精時に中身を放出し、受精膜の形成に関わります。
卵の細胞膜の外側を包んでいる、薄い膜を何というか。,卵黄膜,19 配偶子形成,受精後、表層顆粒の内容物と反応して硬い「受精膜」へと変化します。
表層顆粒の内容物が細胞外へ放出される現象を何というか。,表層反応,19 配偶子形成,精子の進入を合図に、進入点からドミノ倒しのように全周へ広がります。
卵黄膜が持ち上がり、硬化して形成される、他の精子の進入を防ぐ膜は？,受精膜,19 配偶子形成,これにより「多精拒否」が完了します。
卵巣にある、有糸分裂によって増殖する核相 $2n$ の細胞を何というか。,卵原細胞,19 配偶子形成,精原細胞に対応する、卵形成の出発点となる細胞です。
精子が進入した瞬間、卵膜の電気的性質が急変することを何というか。,受精電位,19 配偶子形成,ウニなどの受精で見られる、一時的な膜電位の上昇です。
受精電位が生じる際、卵内に流入する主なイオンは？,$Na^+$（ナトリウムイオン）,19 配偶子形成,外液の $Na^+$ が流入することで、膜電位が負から正へ逆転します。
受精直後、卵内の小胞体から放出され、表層反応を引き起こすイオンは？,$Ca^{2+}$（カルシウムイオン）,19 配偶子形成,このイオンの「波（カルシウムウェーブ）」が受精膜形成のトリガーです。
将来、精子や卵（配偶子）になるもととなる細胞を何というか。,始原生殖細胞,19 配偶子形成,発生の非常に早い段階で、他の体細胞とは別に分化します。
始原生殖細胞は、発生初期にどこから生殖腺へと移動してくるか（脊椎動物の例）。,卵黄嚢（らんおうのう）付近,19 配偶子形成,胚の外側で発生し、アメーバ運動などで将来の精巣・卵巣へと旅をします。
始原生殖細胞が精巣や卵巣に到達した後、分化した細胞をそれぞれ何というか。,精原細胞・卵原細胞,19 配偶子形成,生殖腺に定着することで、ようやく「原細胞」へと名前が変わります。
卵において、核が存在し、細胞質が活発に動く側の極を何というか。,動物極,19 配偶子形成,将来、主に頭部や神経、皮膚（外胚葉）へと分化する側です。
卵において、動物極の反対側に位置し、卵黄が多く蓄積されている極は？,植物極,19 配偶子形成,卵黄は比重が重いため、重力の方向に沈んでいることが多いです。
卵形成の減数分裂において、極体が放出されるのはどちらの極付近か。,動物極,19 配偶子形成,核が動物極側に寄っているため、極体もこちら側から出されます。
受精卵において、精子が進入する場所は一般的にどちらの半球か。,動物極側（の半球）,19 配偶子形成,精子の進入点は、その後の「灰色の三日月」形成などの指標になります。
卵黄が少量で、全体に均一に分布している卵を何というか。,等黄卵,20 発生,ウニ、ヒト、ナメクジウオなどが該当し、等割（全割）を行います。
卵黄が多く、植物極側に偏って分布している卵を何というか。,端黄卵,20 発生,カエル（中等量）や鳥類・魚類（多量）が該当します。
脳の左右に突出した脳胞が、さらに陥入して形成される杯状の構造は？,眼杯（がんぱい）,20 発生,間脳の一部から形成され、将来の網膜や色素上皮になります。
眼杯が表皮を誘導して形成させる、レンズのもととなる構造は？,水晶体（レンズ）,20 発生,形成体の誘導によって、表皮が陥入して作られます。
等黄卵（ウニなど）で見られる、割球の大きさがほぼ等しい卵割を何というか。,等割,20 発生,全割の一種で、卵黄が少ないため均等に分裂します。
端黄卵（カエルなど）で見られる、動物極側が小さく植物極側が大きい卵割は？,不等割,20 発生,植物極側の卵黄が分裂を邪魔するため、細胞が大きくなります。
胞胚期の後、細胞が内部へ陥入することで形成される空洞を何というか。,原腸,20 発生,将来の消化管（食道、胃、腸など）になる空間です。
原腸が形成される際、外部とつながる入り口の部分を何というか。,原口（げんこう）,20 発生,軟体動物などはここが口に、脊椎動物などはここが肛門になります。
卵の動物極と植物極の中間に位置する、第3割（緯割）などの基準となる面を何というか。,赤道面,20 発生,地球の赤道と同じく、上下の極の中間を指します。
胞胚期から原腸胚期にかけて、細胞層が内部へと入り込んでいく運動を何というか。,陥入,20 発生,これにより原腸が形成され、三胚葉の配置が決まります。
中胚葉の最も腹側にあり、将来、心臓や血管、腹膜などになる領域を何というか。,側板,20 発生,内部に空洞（体腔）を持ち、内臓を包み込む構造を作ります。
発生において、ある組織が隣接する組織に働きかけ、特定の分化を引き起こす現象は？,誘導,20 発生,シュペーマンらが発見した、発生のドミノ倒しのような仕組みです。
誘導を引き起こす物質を出す、働きかけ側の組織のことを何というか。,形成体（オーガナイザー）,20 発生,原口背唇部（げんこうはいしんぶ）がその代表例です。
誘導を受ける側の細胞が、働きかけに反応できる状態にあることを何というか。,能動力（受容能）,20 発生,時期がずれると、同じ刺激を与えても誘導は起こりません。
神経管が形成される際、神経板の両端から分離して生じる細胞群を何というか。,神経堤細胞,20 発生,神経管と表皮の間に位置する「堤（つつみ）」のような場所から生じます。
神経堤細胞から分化する、皮膚の色の原因となる細胞は？,メラノサイト（色素細胞）,20 発生,全身の皮膚へと移動して配置されます。
神経堤細胞から分化する、末梢神経を包む細胞は？,シュワン細胞,20 発生,軸索に巻き付いて髄鞘を形成します。
副腎の中央部にあり、アドレナリンを分泌する組織は何由来か。,神経堤細胞（中胚葉ではない！）,20 発生,副腎髄質は神経堤細胞由来です（副腎皮質は中胚葉由来）。
神経管と脊索の両側に形成される、中胚葉由来のブロック状の構造を何というか。,体節,20 発生,発生が進むにつれて、頭側から順に分節化して並びます。
植物極側の細胞が隣接する動物極側の細胞に働きかけ、中胚葉を形成させる現象は？,中胚葉誘導,20 発生,1969年、ニューコープによって発見されました。
中胚葉誘導において、誘導物質を放出する「働きかけ側」の組織はどこか。,内胚葉（になる予定の植物極細胞）,20 発生,植物極側の細胞がスイッチを入れる役割を果たします。
動物極側の細胞（本来は外胚葉になる）が、内胚葉からの誘導を受けて分化する層は？,中胚葉,20 発生,脊索、筋肉、腎臓などのもとになります。
中胚葉誘導に関わる代表的なシグナル分子（タンパク質）は何というか。,アクチビン（やNodalなど）,20 発生,濃度勾配によって、分化する中胚葉の種類（脊索か側板かなど）が決まります。
シュペーマンが発見した、周囲の細胞を誘導して特定の器官を形成させる部位を何というか。,形成体（オーガナイザー）,20 発生,代表例は原腸胚の「原口背唇部」です。
原口背唇部を別の胚の腹側に移植した際、本来の胚とは別に形成された構造を何というか。,二次胚（二次個体）,20 発生,移植された組織が周囲の細胞を誘導し、もう一つの体を作らせた結果です。
形成体（原口背唇部）が接した外胚葉を神経管へと分化させる現象を何というか。,神経誘導（第一次誘導）,20 発生,発生における最初の大きな誘導リレーです。
シュペーマンが初期胚で行った、細胞の運命が「いつ」決まるかを調べた実験は？,交換移植実験,20 発生,胞胚期と原腸胚期で、移植した細胞の運命が変わることを示しました。
脳、脊髄、網膜、皮膚の表皮などは何胚葉に由来するか。,外胚葉,20 発生,体の表面や神経系を形成する層です。
骨格、筋肉、心臓、血管、腎臓などは何胚葉に由来するか。,中胚葉,20 発生,体の支持、運動、循環、排泄を担う組織です。
消化管の内壁、肺、肝臓、膵臓などは何胚葉に由来するか。,内胚葉,20 発生,吸収や呼吸に関わる内臓の粘膜などを形成します。
皮膚の「真皮」は何胚葉に由来するか。,中胚葉,20 発生,体節の皮節から分化します。表皮（外胚葉）との違いに注意。
副腎髄質は何に由来するか。,神経堤細胞,20 発生,外胚葉（神経堤細胞）由来であり、中胚葉由来の副腎皮質と異なります。
水晶体は、何胚葉に由来する組織か。,外胚葉（表皮）,20 発生,脳の一部ではなく、もともとは体の表面の細胞です。
水晶体の形成を直接誘導する組織は何というか。,眼杯（がんぱい）,20 発生,間脳から突き出た脳胞がへこんでできた組織です。
水晶体が形成された後、さらに外側の表皮を誘導して作らせる構造は？,角膜,20 発生,誘導のバトンタッチが続くことで眼が完成します。
外胚葉を「表皮」へと分化させる働きを持つタンパク質は何というか。,BMP,20 発生,骨形成因子の一種で、これが働くと神経化が抑制されます。
形成体から放出され、BMPの働きを阻害する物質は？（2つ）,ノギン、コーディン,20 発生,フォリスタチンなども含まれます。
BMPがノギンなどによって阻害された結果、外胚葉は何に分化するか。,神経（神経管）,20 発生,抑制の抑制（二重否定）によって神経化が起こります。
「外胚葉は本来、神経になる性質を秘めている」という考え方を何というか。,デフォルトモデル,20 発生,何も邪魔がなければ神経になる、という意味です。
体の前後軸に沿って、各部位のアイデンティティ（役割）を決定する遺伝子群を何というか。,ホメオティック遺伝子,20 発生,ショウジョウバエから発見され、ヒトを含む多くの動物に共通して存在します。
ホメオティック遺伝子に共通して見られる、約180塩基対の塩基配列を何というか。,ホメオボックス,20 発生,非常に保存性が高く、タンパク質のDNA結合部位（ホメオドメイン）を指定します。
本来あるべき器官が、別の場所の器官に置き換わってしまう突然変異を何というか。,ホメオティック突然変異,20 発生,アンテナペディア変異体やバイソラックス変異体が有名です。
ショウジョウバエで、触角の代わりに本来胸部にあるべき脚が生える突然変異を何というか。,アンテナペディア突然変異,20 発生,代表的なホメオティック突然変異の一つです。
アンテナペディア突然変異体で、頭部において本来働かないはずが、誤って働いている遺伝子は？,アンテナペディア遺伝子,20 発生,本来、第2胸節で働き、脚を形成させるためのホメオティック遺伝子です。
特定のホメオティック遺伝子が本来と異なる場所で発現し、器官の場所が入れ替わる現象の総称は？,ホメオティック突然変異,20 発生,バイソラックス突然変異（羽が4枚になる）と並んで試験に出ます。
ショウジョウバエの胚において、後端（尾部）の形成を促すタンパク質を何というか。,ナノスタンパク質,20 発生,卵の「後方」に局在するmRNAから翻訳されます。
母体で合成され、卵の中に蓄えられているナノスやビコイドのような遺伝子を何というか。,母性効果遺伝子,20 発生,卵が受精する前から、お母さんの体によって配置が決まっています。
ナノスタンパク質は、前端（頭部）を作るための何という物質の翻訳を抑制するか。,ハッチバック(Hb)mRNA,20 発生,頭側の性質が後ろ側で出ないように「ブレーキ」をかけます。
ショウジョウバエの胚において、前端（頭部）の形成を促すタンパク質を何というか。,ビコイドタンパク質,20 発生,卵の「前方」に局在するmRNAから翻訳され、濃度勾配を作ります。
ビコイドのように、濃度によって細胞の分化の運命を決定する物質を何というか。,モルフォゲン,20 発生,濃度が高い場所は頭、低い場所は胸というように、場所情報を与えます。
ビコイドタンパク質は、後端（尾部）を作るための何という物質の翻訳を抑制するか。,カダル(Caudal)mRNA,20 発生,後方の性質が前側で出ないようにブロックします。
胚を前後軸に沿って複数の体節へと区切っていく遺伝子群の総称は？,分節遺伝子,20 発生,ギャップ遺伝子、ペアルール遺伝子、セグメントポラリティー遺伝子の順に働きます。
分節遺伝子のうち、広い範囲（数節分）をまとめて欠損させる変異をもつものは？,ギャップ遺伝子,20 発生,ビコイドなどの濃度を読み取って最初に働きます。
第3胸節の個性を決定し、変異すると羽が4枚になるホメオティック遺伝子は？,ウルトラバイソラックス(Ubx),20 発生,本来は後ろ羽を「平均棍（へいきんこん）」にする役割を持ちます。
分節遺伝子の最後に働き、各体節内の前後軸や境界を決定する遺伝子群は？,セグメントポラリティー遺伝子,20 発生,エングレイルド(en)やヘッジホッグ(hh)などが含まれます。
セグメントポラリティー遺伝子が変異すると、胚の模様はどうなるか。,各節の構造が反転・欠損する,20 発生,節の境界が不明瞭になり、体節ごとのパターンが崩れます。
卵全体から、14本の体節へと細分化が進むこの一連の遺伝子制御を何というか。,階層的遺伝子発現,20 発生,母性効果遺伝子から始まり、段階的に範囲が絞られていきます。
指の形成などの際に見られる、あらかじめ計画された細胞の死を何というか。,アポトーシス,20 発生,ミトコンドリアなどの働きにより、不要な細胞が自ら死滅して形を整えます。
